[header]
width=48
height=48
tilewidth=64
tileheight=32
orientation=isometric
music=music/cave_theme.ogg
tileset=tilesetdefs/tileset_cave.txt
title=Goblin Cave

[tilesets]
tileset=../../../tiled/cave/tiled_collision.png,64,32,0,0
tileset=../../../tiled/cave/tiled_cave.png,64,128,0,0
tileset=../../../tiled/cave/set_rules.png,64,32,0,0

[layer]
type=background
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,19,16,17,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,22,23,20,21,22,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,26,27,24,25,26,27,24,57,0,0,24,25,26,27,24,25,26,57,0,0,0,0,24,25,26,27,24,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,29,30,31,28,29,30,51,28,29,57,31,28,29,30,31,28,29,30,31,57,29,30,31,28,29,30,31,28,29,57,31,28,29,30,57,0,0,0,0,0,0,0,0,0,0,0,0,
0,17,18,19,16,17,18,19,16,17,18,19,16,17,49,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,57,0,0,0,0,0,0,0,0,0,0,0,
20,21,22,49,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,50,23,20,21,22,23,20,21,22,23,50,57,0,0,0,0,0,0,0,0,0,0,
56,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,51,27,24,25,57,57,0,0,0,0,0,0,0,0,
0,56,30,31,28,29,30,31,28,0,0,0,56,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,57,0,0,0,0,0,0,0,
0,56,18,19,16,17,18,19,0,0,0,0,0,0,56,19,16,0,0,56,16,0,0,0,0,0,0,0,56,17,18,19,16,205,193,206,16,17,18,19,16,57,0,0,0,0,0,0,
0,0,0,56,20,21,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,201,209,216,210,193,202,22,50,20,21,57,0,0,0,0,0,
0,0,0,27,24,25,26,27,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,26,27,192,216,216,216,216,210,206,27,24,25,26,0,0,0,0,0,
0,0,0,31,28,54,30,31,0,0,30,31,57,29,30,31,28,29,30,57,0,0,0,0,0,0,0,31,28,29,52,31,196,216,216,216,216,216,210,206,28,29,30,57,0,0,0,0,
0,0,0,19,16,17,18,19,57,17,18,19,16,17,18,19,16,17,18,19,57,17,18,19,16,17,18,19,16,17,18,19,200,199,195,195,208,216,216,198,16,17,18,19,0,0,0,0,
0,0,0,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,200,195,195,203,20,21,22,23,0,0,0,0,
0,0,56,27,24,25,26,27,24,25,26,27,24,50,26,27,24,25,26,27,54,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,0,0,0,0,
0,0,0,56,28,50,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,0,0,0,0,
0,0,0,19,16,17,18,19,16,17,205,193,202,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,0,0,0,56,17,18,19,16,17,18,19,16,17,18,19,0,0,0,0,
0,0,0,23,53,21,22,23,205,197,209,216,210,206,22,23,20,0,0,0,0,0,56,23,20,0,0,0,0,0,0,0,0,0,0,0,56,21,22,48,20,21,0,0,0,0,0,0,
0,0,0,27,24,25,26,27,196,216,216,216,216,194,26,27,24,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,26,27,24,25,0,0,0,0,0,0,
0,0,0,31,28,29,30,31,200,208,216,216,216,210,206,31,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,30,31,28,29,57,0,0,0,0,0,
0,0,0,19,16,17,18,19,16,200,208,216,216,216,210,206,16,17,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,17,18,19,16,17,18,0,0,0,0,0,
0,0,0,56,20,21,49,23,20,21,204,208,216,216,216,198,20,21,22,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,56,49,23,20,21,22,0,0,0,0,0,
0,0,0,0,56,25,26,27,24,25,26,204,199,199,195,203,24,25,26,57,24,25,26,27,24,57,26,27,57,0,0,0,0,0,0,0,0,25,26,27,24,25,26,0,0,0,0,0,
